,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
1095,49-9043,"maintenance workers, machinery",detailed,"83,520",1.5,22.71,"47,240",0.5,13.56,17.14,21.89,27.6,33.42,"28,200","35,650","45,540","57,420","69,500",,
1096,49-9044,millwrights,detailed,"41,360",2.6,26.58,"55,290",0.8,16.03,20.03,25.95,32.61,38.51,"33,350","41,670","53,980","67,820","80,090",,
1097,49-9045,"refractory materials repairers, except brickmasons",detailed,"1,310",9.2,24.08,"50,080",2.5,14.26,18.09,23.35,28.24,33.19,"29,650","37,630","48,570","58,740","69,030",,
1098,49-9050,line installers and repairers,broad,"223,740",1.5,30.19,"62,790",0.5,15.6,20.9,30.86,38.31,45.92,"32,450","43,460","64,190","79,680","95,500",,
1099,49-9051,electrical power-line installers and repairers,detailed,"116,650",2,33.04,"68,710",0.6,18.08,25.04,33.36,41.05,48.01,"37,600","52,070","69,380","85,370","99,860",,
1100,49-9052,telecommunications line installers and repairers,detailed,"107,090",2.3,27.09,"56,340",0.8,13.97,17.96,26.47,35.79,41.11,"29,060","37,350","55,060","74,440","85,500",,
1101,49-9060,precision instrument and equipment repairers,broad,"69,700",2,24.41,"50,760",0.6,13.36,17,23.04,29.97,37.86,"27,780","35,360","47,920","62,330","78,760",,
1102,49-9061,camera and photographic equipment repairers,detailed,"3,650",11.2,20.44,"42,510",2.7,11.46,14.2,19.6,25.64,30.3,"23,840","29,540","40,770","53,320","63,030",,
1103,49-9062,medical equipment repairers,detailed,"43,670",2.4,25.13,"52,260",0.7,14.22,17.63,23.47,30.64,38.68,"29,570","36,680","48,820","63,740","80,460",,
1104,49-9063,musical instrument repairers and tuners,detailed,"8,240",7.2,18.77,"39,040",2.3,10.63,13.47,17.56,22.92,28.52,"22,110","28,020","36,530","47,660","59,310",,
1105,49-9064,watch repairers,detailed,"2,130",10.4,19.01,"39,530",3.5,10.26,12.21,17.2,24.44,30,"21,340","25,400","35,770","50,840","62,410",,
1106,49-9069,"precision instrument and equipment repairers, all other",detailed,"12,010",4.1,27.81,"57,850",1.2,16.15,21.18,27.37,32.75,40.18,"33,590","44,050","56,940","68,130","83,570",,
1107,49-9070,"maintenance and repair workers, general",broad,"1,351,210",0.4,19.37,"40,280",0.2,10.97,13.91,18.11,23.75,29.67,"22,820","28,930","37,670","49,410","61,720",,
1109,49-9080,wind turbine service technicians,broad,"4,390",12,27.25,"56,680",1.7,18.2,21.42,25.91,31.89,38.54,"37,850","44,550","53,880","66,330","80,170",,
1111,49-9090,"miscellaneous installation, maintenance, and repair workers",broad,"353,160",1.3,18.76,"39,020",0.4,10.26,12.77,16.93,23.25,30.1,"21,340","26,560","35,200","48,360","62,620",,
1112,49-9091,"coin, vending, and amusement machine servicers and repairers",detailed,"34,010",2.9,16.97,"35,290",1.2,9.75,12.27,16.2,20.54,25.07,"20,280","25,520","33,690","42,720","52,140",,
1113,49-9092,commercial divers,detailed,"3,280",9.1,26.57,"55,270",2.9,14.49,17.76,22.7,30.57,46.56,"30,130","36,940","47,210","63,590","96,850",,
1114,49-9093,"fabric menders, except garment",detailed,390,14.5,14.2,"29,530",2.2,10.28,12.02,13.77,15.54,18.83,"21,390","25,000","28,640","32,330","39,160",,
1115,49-9094,locksmiths and safe repairers,detailed,"17,500",4.3,20.54,"42,730",1.3,11.03,14.59,19.56,25.82,30.7,"22,940","30,340","40,680","53,700","63,860",,
1116,49-9095,manufactured building and mobile home installers,detailed,"2,750",9.5,15.29,"31,810",1.5,10.33,12.28,14.88,17.86,21.06,"21,490","25,540","30,960","37,140","43,800",,
1117,49-9096,riggers,detailed,"21,000",5.2,24.17,"50,270",1.4,13.91,17.53,23.36,29.32,36.22,"28,930","36,460","48,580","60,980","75,340",,
1118,49-9097,signal and track switch repairers,detailed,"8,300",8.2,31.61,"65,750",2.1,17.49,27.01,32.88,37.08,42.03,"36,370","56,190","68,400","77,140","87,420",,
1119,49-9098,"helpers--installation, maintenance, and repair workers",detailed,"112,080",1.6,14.63,"30,430",0.4,9.33,10.97,13.7,17.35,21.82,"19,410","22,810","28,490","36,090","45,390",,
1120,49-9099,"installation, maintenance, and repair workers, all other",detailed,"153,850",2.4,20.43,"42,500",0.6,11.27,14.24,18.65,25.25,31.24,"23,440","29,610","38,800","52,530","64,980",,
1121,51-0000,production occupations,major,"9,024,560",0.3,18.3,"38,070",0.2,10.27,12.36,16.34,22.26,29.46,"21,360","25,720","33,990","46,290","61,280",,
1122,51-1000,supervisors of production workers,minor,"611,800",0.4,30.13,"62,660",0.2,16.84,21.59,28.31,36.71,46.82,"35,020","44,910","58,870","76,370","97,380",,
1123,51-1010,first-line supervisors of production and operating workers,broad,"611,800",0.4,30.13,"62,660",0.2,16.84,21.59,28.31,36.71,46.82,"35,020","44,910","58,870","76,370","97,380",,
1125,51-2000,assemblers and fabricators,minor,"1,759,720",0.7,16.62,"34,560",0.5,10.23,12.09,15.31,19.58,25.54,"21,270","25,150","31,850","40,720","53,120",,
1126,51-2010,"aircraft structure, surfaces, rigging, and systems assemblers",broad,"41,130",6.2,26.64,"55,400",2.2,15.67,19.57,25.73,33.58,38.86,"32,600","40,700","53,510","69,850","80,820",,
1128,51-2020,"electrical, electronics, and electromechanical assemblers",broad,"276,340",1.6,16.78,"34,910",0.5,10.6,12.64,15.66,19.63,24.48,"22,060","26,290","32,570","40,840","50,920",,
1129,51-2021,"coil winders, tapers, and finishers",detailed,"13,300",5.7,16.86,"35,080",1.2,10.61,12.52,16.01,20.11,24.58,"22,060","26,030","33,310","41,830","51,130",,
1130,51-2028,"electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",detailed,"263,040",1.6,16.78,"34,900",0.5,10.6,12.64,15.64,19.61,24.47,"22,060","26,300","32,530","40,780","50,900",,
1131,51-2030,engine and other machine assemblers,broad,"37,770",3.7,21.4,"44,520",2.1,13.11,15.99,20.86,27.03,30.26,"27,270","33,270","43,390","56,220","62,940",,
1133,51-2040,structural metal fabricators and fitters,broad,"77,600",2,19.47,"40,490",0.7,12.47,15.08,18.49,23.02,28.38,"25,940","31,370","38,450","47,880","59,040",,
1135,51-2090,miscellaneous assemblers and fabricators,broad,"1,326,870",0.9,15.97,"33,210",0.6,10.02,11.72,14.77,18.82,24.39,"20,830","24,380","30,720","39,150","50,730",,
1136,51-2091,fiberglass laminators and fabricators,detailed,"20,040",4.2,16.81,"34,960",1.4,10.83,12.79,15.52,18.87,24.35,"22,520","26,590","32,290","39,240","50,640",,
1137,51-2093,timing device assemblers and adjusters,detailed,680,18,17.94,"37,310",3.9,11.76,13.52,16.73,20.29,25.79,"24,470","28,120","34,800","42,210","53,650",,
1138,51-2098,"assemblers and fabricators, all other, including team assemblers",detailed,"1,306,150",0.9,15.95,"33,180",0.6,10.01,11.71,14.75,18.82,24.39,"20,820","24,350","30,690","39,150","50,730",,
1139,51-3000,food processing workers,minor,"795,240",1.1,13.98,"29,070",0.3,9.53,10.79,13,16.32,20.18,"19,810","22,440","27,040","33,930","41,960",,
1140,51-3010,bakers,broad,"182,890",1.5,13.42,"27,920",0.5,9.24,10.45,12.35,15.32,19.15,"19,230","21,730","25,690","31,870","39,830",,
1142,51-3020,"butchers and other meat, poultry, and fish processing workers",broad,"362,380",1.8,13.92,"28,960",0.5,9.64,10.91,13.14,16.12,19.44,"20,060","22,700","27,330","33,530","40,440",,
1143,51-3021,butchers and meat cutters,detailed,"131,530",1.8,15.66,"32,570",0.5,9.8,11.51,14.85,18.9,23.34,"20,370","23,940","30,890","39,300","48,550",,
1144,51-3022,"meat, poultry, and fish cutters and trimmers",detailed,"153,280",2.8,12.71,"26,430",0.9,9.44,10.51,12.14,14.5,17.16,"19,630","21,860","25,250","30,160","35,690",,
1145,51-3023,slaughterers and meat packers,detailed,"77,570",5.2,13.38,"27,830",0.9,9.76,11.14,13.23,15.18,17.86,"20,300","23,180","27,530","31,570","37,150",,
1146,51-3090,miscellaneous food processing workers,broad,"249,970",1.6,14.46,"30,080",0.5,9.63,10.9,13.29,17.28,21.91,"20,030","22,670","27,630","35,950","45,570",,
1147,51-3091,"food and tobacco roasting, baking, and drying machine operators and tenders",detailed,"21,130",3.3,15.23,"31,680",1.5,9.61,11.15,14.14,18.31,23.46,"19,980","23,190","29,410","38,080","48,790",,
1148,51-3092,food batchmakers,detailed,"151,950",2.2,14.85,"30,880",0.7,9.65,11.04,13.7,17.97,22.62,"20,080","22,960","28,500","37,380","47,060",,
1149,51-3093,food cooking machine operators and tenders,detailed,"33,340",4.3,14.54,"30,240",1.2,9.49,11.06,13.66,17.31,21.49,"19,740","22,990","28,420","36,010","44,690",,
1150,51-3099,"food processing workers, all other",detailed,"43,540",4,12.69,"26,390",0.8,9.64,10.47,11.76,14.3,17.48,"20,050","21,770","24,460","29,750","36,370",,
1151,51-4000,metal workers and plastic workers,minor,"1,895,150",0.5,19.54,"40,650",0.2,11.76,14.46,18.37,23.56,29.27,"24,470","30,080","38,210","49,000","60,890",,
1152,51-4010,computer control programmers and operators,broad,"168,450",1.4,20.72,"43,100",0.5,12.85,15.72,19.56,24.5,30.02,"26,720","32,700","40,680","50,960","62,440",,
1153,51-4011,"computer-controlled machine tool operators, metal and plastic",detailed,"144,660",1.5,19.72,"41,010",0.5,12.63,15.32,18.86,23.52,28.57,"26,270","31,860","39,230","48,910","59,420",,
1154,51-4012,"computer numerically controlled machine tool programmers, metal and plastic",detailed,"23,790",2.4,26.81,"55,770",0.7,16.17,20.2,25.26,31.28,39.4,"33,640","42,020","52,550","65,060","81,960",,
1155,51-4020,"forming machine setters, operators, and tenders, metal and plastic",broad,"117,450",2,18.05,"37,540",0.8,11.33,13.67,17.26,21.88,26.36,"23,570","28,420","35,910","45,500","54,840",,
1156,51-4021,"extruding and drawing machine setters, operators, and tenders, metal and plastic",detailed,"73,530",2.5,17.33,"36,050",0.7,11.03,13.26,16.63,20.85,24.66,"22,930","27,580","34,600","43,360","51,290",,
1157,51-4022,"forging machine setters, operators, and tenders, metal and plastic",detailed,"18,300",3.7,19.39,"40,340",3.2,11.61,14.55,18.58,23.59,28.74,"24,150","30,270","38,650","49,070","59,790",,
1158,51-4023,"rolling machine setters, operators, and tenders, metal and plastic",detailed,"25,610",4.5,19.15,"39,840",1.1,12.31,14.52,18.2,23.33,28.23,"25,610","30,200","37,860","48,530","58,720",,
1159,51-4030,"machine tool cutting setters, operators, and tenders, metal and plastic",broad,"321,590",1.2,17.37,"36,140",0.4,10.93,13.14,16.46,20.73,25.37,"22,730","27,330","34,230","43,110","52,770",,
1160,51-4031,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic",detailed,"188,520",1.6,16.72,"34,770",0.6,10.73,12.84,15.9,19.54,24.36,"22,310","26,710","33,060","40,640","50,670",,
1161,51-4032,"drilling and boring machine tool setters, operators, and tenders, metal and plastic",detailed,"11,030",4.8,19.65,"40,870",1.5,11.91,14.04,17.92,23.5,29.74,"24,770","29,200","37,270","48,880","61,850",,
1162,51-4033,"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",detailed,"74,600",2,17.08,"35,520",0.7,10.84,12.94,16.1,20.25,24.65,"22,550","26,920","33,480","42,130","51,270",,
1163,51-4034,"lathe and turning machine tool setters, operators, and tenders, metal and plastic",detailed,"29,620",3.6,19.38,"40,310",0.7,12.28,15.01,18.55,23.2,28.19,"25,550","31,220","38,580","48,260","58,630",,
1164,51-4035,"milling and planing machine setters, operators, and tenders, metal and plastic",detailed,"17,820",7.2,20.83,"43,330",1.4,12.39,15.85,20.51,25.1,29.73,"25,760","32,970","42,650","52,210","61,840",,
1165,51-4040,machinists,broad,"378,320",0.9,21.23,"44,160",0.3,12.71,16.06,20.48,25.74,30.67,"26,430","33,410","42,600","53,540","63,790",,
1167,51-4050,"metal furnace operators, tenders, pourers, and casters",broad,"25,210",3.7,19.81,"41,210",1.1,12.1,15.28,19.35,23.82,28.67,"25,160","31,770","40,250","49,540","59,620",,
1168,51-4051,metal-refining furnace operators and tenders,detailed,"17,610",3.9,20.08,"41,770",1.5,11.97,15.45,19.85,24.14,28.88,"24,890","32,140","41,300","50,210","60,080",,
1169,51-4052,"pourers and casters, metal",detailed,"7,600",6,19.2,"39,930",1.3,12.4,14.92,18.37,22.95,27.96,"25,780","31,040","38,210","47,730","58,160",,
1170,51-4060,"model makers and patternmakers, metal and plastic",broad,"9,010",4.8,24.83,"51,650",1.4,14.08,18.03,24.22,30.31,37.43,"29,290","37,490","50,390","63,040","77,850",,
1171,51-4061,"model makers, metal and plastic",detailed,"5,820",6.7,26.35,"54,820",1.7,14.72,19.19,25.8,32.78,38.99,"30,610","39,910","53,670","68,180","81,110",,
1172,51-4062,"patternmakers, metal and plastic",detailed,"3,200",5.6,22.06,"45,880",1.7,13.3,16.59,21.65,27.33,30.99,"27,660","34,510","45,030","56,850","64,450",,
1173,51-4070,"molders and molding machine setters, operators, and tenders, metal and plastic",broad,"168,820",1.7,16.25,"33,810",0.5,10.37,12.21,15.1,19.18,24.05,"21,570","25,390","31,420","39,890","50,030",,
1174,51-4071,foundry mold and coremakers,detailed,"13,960",4.4,17.52,"36,440",1,11.71,13.73,16.9,20.92,24.45,"24,360","28,550","35,140","43,510","50,860",,
1175,51-4072,"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",detailed,"154,860",1.8,16.14,"33,570",0.5,10.32,12.08,14.95,19.02,24,"21,470","25,130","31,090","39,550","49,920",,
1176,51-4080,"multiple machine tool setters, operators, and tenders, metal and plastic",broad,"121,160",1.9,17.62,"36,650",0.8,10.95,13.27,16.73,21.1,25.81,"22,770","27,610","34,800","43,890","53,680",,
1178,51-4110,tool and die makers,broad,"73,510",2,25.6,"53,260",0.8,15.64,19.96,25.23,30.41,36.76,"32,530","41,510","52,480","63,260","76,450",,
1180,51-4120,"welding, soldering, and brazing workers",broad,"416,000",0.9,20.67,"42,980",0.3,13.07,15.86,19.19,24.06,30.13,"27,190","33,000","39,910","50,050","62,670",,
1181,51-4121,"welders, cutters, solderers, and brazers",detailed,"377,250",0.9,20.87,"43,410",0.3,13.2,15.99,19.35,24.25,30.37,"27,460","33,260","40,240","50,450","63,170",,
1182,51-4122,"welding, soldering, and brazing machine setters, operators, and tenders",detailed,"38,750",2.7,18.69,"38,880",0.9,12.14,14.54,17.88,22.22,26.93,"25,260","30,250","37,190","46,220","56,010",,
1183,51-4190,miscellaneous metal workers and plastic workers,broad,"95,620",1.9,18.02,"37,490",0.7,10.92,13.26,17.01,21.99,27.2,"22,720","27,580","35,390","45,750","56,570",,
1184,51-4191,"heat treating equipment setters, operators, and tenders, metal and plastic",detailed,"19,340",3.6,18.62,"38,720",0.8,12.09,14.48,17.93,22.23,26.43,"25,140","30,110","37,300","46,250","54,970",,
1185,51-4192,"layout workers, metal and plastic",detailed,"8,550",3.7,22.54,"46,890",1.6,13.62,17.29,22.26,27.28,31.4,"28,340","35,960","46,310","56,740","65,300",,
1186,51-4193,"plating and coating machine setters, operators, and tenders, metal and plastic",detailed,"37,200",3.2,16.55,"34,430",0.9,10.69,12.48,15.35,19.28,24.4,"22,240","25,950","31,920","40,100","50,750",,
1187,51-4194,"tool grinders, filers, and sharpeners",detailed,"8,060",4.4,18.65,"38,800",1.3,11.2,13.66,17.5,22.75,28.04,"23,300","28,410","36,390","47,310","58,330",,
1188,51-4199,"metal workers and plastic workers, all other",detailed,"22,470",4.9,18,"37,440",1.5,10.29,12.84,17.22,22.43,27.7,"21,400","26,710","35,820","46,660","57,610",,
1189,51-5100,printing workers,minor,"251,310",1.1,18.08,"37,610",0.4,10.51,13.04,17.09,22.25,27.65,"21,850","27,120","35,560","46,270","57,500",,
1191,51-5111,prepress technicians and workers,detailed,"31,500",2.3,20.08,"41,770",0.8,11.84,14.98,19.19,24.37,29.76,"24,630","31,160","39,910","50,700","61,900",,
1192,51-5112,printing press operators,detailed,"171,130",1.2,18.2,"37,860",0.5,10.49,13.1,17.19,22.42,27.93,"21,820","27,240","35,760","46,630","58,090",,
1193,51-5113,print binding and finishing workers,detailed,"48,680",2.9,16.36,"34,040",0.7,10.2,12.08,15.4,19.68,24.12,"21,210","25,140","32,040","40,930","50,160",,
1194,51-6000,"textile, apparel, and furnishings workers",minor,"572,630",0.9,12.89,"26,810",0.3,8.88,9.96,11.72,14.65,18.56,"18,470","20,710","24,370","30,480","38,610",,
1195,51-6010,laundry and dry-cleaning workers,broad,"209,350",1.2,11.43,"23,770",0.4,8.57,9.4,10.75,12.47,15.31,"17,830","19,550","22,370","25,930","31,840",,
1197,51-6020,"pressers, textile, garment, and related materials",broad,"42,830",3,11.09,"23,080",0.6,8.51,9.43,10.79,12.27,14.48,"17,700","19,620","22,440","25,510","30,110",,
1199,51-6030,sewing machine operators,broad,"136,530",1.9,12.62,"26,250",0.5,9.03,10.2,11.69,14.42,17.83,"18,770","21,220","24,320","30,000","37,090",,
1201,51-6040,shoe and leather workers,broad,"10,680",7.6,13.24,"27,540",1.5,8.93,10.01,12.62,15.36,18.41,"18,570","20,820","26,240","31,950","38,290",,
1202,51-6041,shoe and leather workers and repairers,detailed,"7,180",7.7,13.25,"27,550",2,9.02,10.02,12.31,15.23,18.6,"18,750","20,850","25,610","31,680","38,680",,
1203,51-6042,shoe machine operators and tenders,detailed,"3,500",16.2,13.23,"27,530",2.2,8.81,9.96,13.18,15.51,18.11,"18,320","20,720","27,420","32,250","37,660",,
1204,51-6050,"tailors, dressmakers, and sewers",broad,"26,620",6.8,14.94,"31,080",1.7,9.6,10.86,13.42,17.6,23.28,"19,960","22,580","27,920","36,600","48,430",,
1205,51-6051,"sewers, hand",detailed,"6,190",15.4,13.24,"27,540",1.8,9.6,10.54,12.61,14.97,18.2,"19,970","21,930","26,230","31,140","37,860",,
1206,51-6052,"tailors, dressmakers, and custom sewers",detailed,"20,440",7.5,15.46,"32,150",2,9.6,10.98,13.75,18.61,24.26,"19,960","22,830","28,600","38,710","50,450",,
1207,51-6060,"textile machine setters, operators, and tenders",broad,"75,810",2.3,13.9,"28,900",0.6,9.96,11.35,13.47,15.71,18.71,"20,720","23,610","28,010","32,680","38,920",,
1208,51-6061,textile bleaching and dyeing machine operators and tenders,detailed,"9,800",5.5,14.02,"29,150",1,10.28,11.47,13.6,15.94,18.51,"21,390","23,850","28,280","33,160","38,510",,
1209,51-6062,"textile cutting machine setters, operators, and tenders",detailed,"14,150",3.8,13.65,"28,400",0.9,9.42,10.61,12.93,15.91,19.21,"19,590","22,060","26,890","33,100","39,960",,
1210,51-6063,"textile knitting and weaving machine setters, operators, and tenders",detailed,"20,920",3.9,13.99,"29,100",0.9,9.8,11.11,13.44,16.32,19.07,"20,380","23,100","27,960","33,950","39,660",,
1211,51-6064,"textile winding, twisting, and drawing out machine setters, operators, and tenders",detailed,"30,940",3.7,13.91,"28,920",0.8,10.24,11.92,13.59,15.31,18.33,"21,290","24,790","28,270","31,840","38,130",,
1212,51-6090,"miscellaneous textile, apparel, and furnishings workers",broad,"70,810",3,16.91,"35,180",0.7,10.14,12.25,15.71,19.83,25.53,"21,100","25,480","32,670","41,250","53,110",,
1213,51-6091,"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",detailed,"18,880",5.8,16.69,"34,720",1.1,10.93,12.99,16.09,19.7,23.89,"22,740","27,010","33,470","40,980","49,690",,
1214,51-6092,fabric and apparel patternmakers,detailed,"4,810",9.7,23.89,"49,690",3.5,11.57,14.96,19.45,31.45,43.5,"24,060","31,120","40,460","65,410","90,470",,
1215,51-6093,upholsterers,detailed,"32,500",3.6,16.85,"35,060",0.8,10.17,12.75,16.18,19.76,24.65,"21,160","26,530","33,660","41,100","51,260",,
1216,51-6099,"textile, apparel, and furnishings workers, all other",detailed,"14,610",8.7,15.04,"31,280",1.9,9.33,10.68,12.82,17.6,25.37,"19,410","22,210","26,670","36,600","52,770",,
1217,51-7000,woodworkers,minor,"255,070",1.2,15.82,"32,900",0.3,10.14,12,14.86,18.6,23.42,"21,080","24,960","30,900","38,690","48,720",,
1218,51-7010,cabinetmakers and bench carpenters,broad,"97,820",1.8,17.18,"35,740",0.5,10.59,12.9,16.31,20.54,25.28,"22,020","26,830","33,920","42,710","52,580",,
1220,51-7020,furniture finishers,broad,"17,530",3.1,15.95,"33,170",0.8,10.35,12.38,15.05,18.62,23.37,"21,530","25,760","31,300","38,720","48,610",,
1222,51-7030,"model makers and patternmakers, wood",broad,"1,630",15.5,24.94,"51,880",3,14.6,17.66,24.75,31.63,37.5,"30,370","36,740","51,470","65,780","78,000",,
1223,51-7031,"model makers, wood",detailed,850,24.1,25,"52,000",4.4,15.46,17.64,24.11,31.95,38.09,"32,150","36,680","50,150","66,460","79,220",,
1224,51-7032,"patternmakers, wood",detailed,770,18.9,24.88,"51,760",3.5,13.49,17.71,25.18,31.46,36.95,"28,060","36,840","52,380","65,440","76,860",,
