,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
360,25-1071,"health specialties teachers, postsecondary",detailed,"194,610",2.6,*,"122,890",2.1,*,*,*,*,*,"43,200","61,370","97,870","161,630",#,TRUE,
361,25-1072,"nursing instructors and teachers, postsecondary",detailed,"55,580",1.9,*,"77,360",0.9,*,*,*,*,*,"40,630","55,080","71,260","93,830","124,090",TRUE,
362,25-1080,"education and library science teachers, postsecondary",broad,"65,500",1.9,*,"72,510",1,*,*,*,*,*,"33,030","47,010","64,680","87,210","121,050",TRUE,
363,25-1081,"education teachers, postsecondary",detailed,"60,500",1.9,*,"72,410",1.1,*,*,*,*,*,"32,540","46,230","64,020","86,960","122,340",TRUE,
364,25-1082,"library science teachers, postsecondary",detailed,"5,010",4.3,*,"73,680",1.1,*,*,*,*,*,"43,470","56,050","70,940","89,260","107,840",TRUE,
365,25-1110,"law, criminal justice, and social work teachers, postsecondary",broad,"43,540",2.8,*,"94,200",1.7,*,*,*,*,*,"36,200","50,130","70,640","113,780","188,300",TRUE,
366,25-1111,"criminal justice and law enforcement teachers, postsecondary",detailed,"14,210",3.4,*,"68,980",1.4,*,*,*,*,*,"36,150","46,920","60,400","80,530","110,020",TRUE,
367,25-1112,"law teachers, postsecondary",detailed,"16,900",4.4,*,"129,840",2.2,*,*,*,*,*,"40,850","58,920","104,910","178,290",#,TRUE,
368,25-1113,"social work teachers, postsecondary",detailed,"12,430",3.7,*,"74,560",1.9,*,*,*,*,*,"33,790","47,850","64,370","90,460","131,190",TRUE,
369,25-1120,"arts, communications, and humanities teachers, postsecondary",broad,"264,290",1.3,*,"78,160",0.9,*,*,*,*,*,"36,310","49,490","66,940","93,900","132,710",TRUE,
370,25-1121,"art, drama, and music teachers, postsecondary",detailed,"95,110",2.1,*,"78,720",1.2,*,*,*,*,*,"35,120","49,660","66,930","94,510","134,000",TRUE,
371,25-1122,"communications teachers, postsecondary",detailed,"28,770",1.8,*,"75,640",1.2,*,*,*,*,*,"34,760","47,950","66,510","91,940","129,480",TRUE,
372,25-1123,"english language and literature teachers, postsecondary",detailed,"69,140",1.5,*,"77,660",1.1,*,*,*,*,*,"36,770","48,030","64,910","92,740","135,630",TRUE,
373,25-1124,"foreign language and literature teachers, postsecondary",detailed,"27,240",2.5,*,"75,950",1.1,*,*,*,*,*,"38,060","49,680","65,010","90,980","128,980",TRUE,
374,25-1125,"history teachers, postsecondary",detailed,"21,120",2.2,*,"82,900",1.1,*,*,*,*,*,"40,170","54,220","72,690","98,680","134,870",TRUE,
375,25-1126,"philosophy and religion teachers, postsecondary",detailed,"22,920",3.3,*,"78,790",1,*,*,*,*,*,"37,070","51,710","69,590","94,800","129,490",TRUE,
376,25-1190,miscellaneous postsecondary teachers,broad,"459,310",1.7,*,"59,000",2,*,*,*,*,*,"19,330","32,450","49,690","73,130","106,350",TRUE,
377,25-1191,graduate teaching assistants,detailed,"136,820",2.5,*,"37,720",5.4,*,*,*,*,*,"17,970","20,180","32,460","45,860","58,450",TRUE,
378,25-1192,"home economics teachers, postsecondary",detailed,"2,580",4.1,*,"77,220",2.2,*,*,*,*,*,"39,370","53,270","71,630","95,970","123,520",TRUE,
379,25-1193,"recreation and fitness studies teachers, postsecondary",detailed,"16,630",2.2,*,"69,560",1.6,*,*,*,*,*,"31,440","42,720","60,150","83,150","123,960",TRUE,
380,25-1194,"vocational education teachers, postsecondary",detailed,"114,020",1.7,27.23,"56,630",0.9,14.32,18.78,24.81,32.8,43.76,"29,780","39,060","51,600","68,220","91,020",,
381,25-1199,"postsecondary teachers, all other",detailed,"189,270",3.8,*,"74,630",1.7,*,*,*,*,*,"21,020","43,950","64,480","95,640","131,390",TRUE,
382,25-2000,"preschool, primary, secondary, and special education school teachers",minor,"4,174,870",0.4,*,"58,780",0.6,*,*,*,*,*,"32,910","43,150","55,790","72,290","91,590",TRUE,
383,25-2010,preschool and kindergarten teachers,broad,"550,390",1,19.04,"39,600",1,9.91,11.93,16.13,23.9,32.42,"20,620","24,810","33,540","49,720","67,430",,
384,25-2011,"preschool teachers, except special education",detailed,"409,740",1.2,16.15,"33,590",1.5,9.6,11.15,13.94,18.52,26.34,"19,970","23,190","28,990","38,520","54,780",,
385,25-2012,"kindergarten teachers, except special education",detailed,"140,660",1.4,*,"57,110",0.6,*,*,*,*,*,"34,840","43,240","54,230","68,240","83,920",TRUE,
386,25-2020,elementary and middle school teachers,broad,"2,043,520",0.6,*,"60,900",0.6,*,*,*,*,*,"37,690","45,570","57,350","73,570","92,440",TRUE,
387,25-2021,"elementary school teachers, except special education",detailed,"1,409,140",0.8,*,"60,830",0.6,*,*,*,*,*,"37,340","45,330","57,160","73,610","92,770",TRUE,
388,25-2022,"middle school teachers, except special and career/technical education",detailed,"622,340",1.4,*,"61,040",0.6,*,*,*,*,*,"38,540","46,090","57,720","73,470","91,670",TRUE,
389,25-2023,"career/technical education teachers, middle school",detailed,"12,040",7.3,*,"61,680",1.4,*,*,*,*,*,"39,050","46,770","58,630","73,680","91,150",TRUE,
390,25-2030,secondary school teachers,broad,"1,106,060",1,*,"62,730",0.5,*,*,*,*,*,"39,160","47,020","59,130","75,760","94,940",TRUE,
391,25-2031,"secondary school teachers, except special and career/technical education",detailed,"1,027,230",1,*,"62,860",0.5,*,*,*,*,*,"39,080","46,990","59,170","75,970","95,380",TRUE,
392,25-2032,"career/technical education teachers, secondary school",detailed,"78,840",3.5,*,"61,010",0.8,*,*,*,*,*,"40,180","47,390","58,660","73,190","88,460",TRUE,
393,25-2050,special education teachers,broad,"474,890",0.9,*,"62,640",0.8,*,*,*,*,*,"38,280","46,570","58,710","75,360","95,370",TRUE,
394,25-2051,"special education teachers, preschool",detailed,"28,540",3.9,*,"58,390",2.3,*,*,*,*,*,"33,160","42,710","53,640","69,280","92,250",TRUE,
395,25-2052,"special education teachers, kindergarten and elementary school",detailed,"184,920",1.3,*,"61,960",0.8,*,*,*,*,*,"38,250","46,630","58,600","74,780","93,580",TRUE,
396,25-2053,"special education teachers, middle school",detailed,"87,550",2,*,"63,250",1.2,*,*,*,*,*,"39,990","47,750","59,510","75,950","95,680",TRUE,
397,25-2054,"special education teachers, secondary school",detailed,"135,910",1.6,*,"64,590",1,*,*,*,*,*,"39,680","47,790","60,180","77,270","97,670",TRUE,
398,25-2059,"special education teachers, all other",detailed,"37,980",3.4,*,"60,750",2.2,*,*,*,*,*,"34,970","43,550","54,800","72,630","96,100",TRUE,
399,25-3000,other teachers and instructors,minor,"1,204,930",0.9,18.89,"39,290",0.7,9.4,11.5,15.6,22.74,31.59,"19,550","23,930","32,460","47,290","65,710",,
400,25-3010,adult basic and secondary education and literacy teachers and instructors,broad,"60,670",5.9,27.31,"56,800",1.5,15.05,19.78,25.05,33.25,41.9,"31,310","41,150","52,100","69,170","87,160",,
402,25-3020,self-enrichment education teachers,broad,"238,710",1.5,21.46,"44,630",0.8,9.71,12.79,18.48,26.91,37.1,"20,190","26,610","38,440","55,970","77,170",,
404,25-3090,miscellaneous teachers and instructors,broad,"905,550",1,17.65,"36,700",0.8,9.25,11.15,14.57,20.61,28.99,"19,240","23,190","30,310","42,860","60,310",,
405,25-3097,"teachers and instructors, all other, except substitute teachers",detailed,"294,240",1.4,*,"47,490",1.1,*,*,*,*,*,"20,700","26,440","39,710","60,110","81,510",TRUE,
406,25-3098,substitute teachers,detailed,"611,310",1.4,15.15,"31,510",1.2,9.04,10.72,13.59,17.84,22.68,"18,810","22,310","28,270","37,110","47,180",,
407,25-4000,"librarians, curators, and archivists",minor,"246,760",1,24.3,"50,540",0.5,11.45,15.97,22.78,30.46,38.89,"23,810","33,210","47,380","63,360","80,900",,
408,25-4010,"archivists, curators, and museum technicians",broad,"29,920",2.3,25.22,"52,450",1,12.62,16.75,22.77,30.9,41.03,"26,260","34,840","47,360","64,280","85,350",,
409,25-4011,archivists,detailed,"6,080",6,26.67,"55,470",1.5,14.97,18.07,24.88,33.36,43.13,"31,140","37,590","51,760","69,380","89,710",,
410,25-4012,curators,detailed,"11,550",2.9,28.28,"58,830",1,14.04,19.03,25.85,34.99,45.62,"29,210","39,590","53,770","72,790","94,880",,
411,25-4013,museum technicians and conservators,detailed,"12,290",3,21.62,"44,970",1.5,11.31,14.69,19.55,26.3,34.73,"23,520","30,560","40,670","54,700","72,240",,
412,25-4020,librarians,broad,"126,800",0.9,29.21,"60,760",0.4,16.49,21.97,28.14,35.56,44.05,"34,300","45,690","58,520","73,970","91,620",,
414,25-4030,library technicians,broad,"90,030",1.5,17.07,"35,510",0.6,9.73,12.09,16.2,21.13,26.04,"20,240","25,150","33,690","43,940","54,170",,
416,25-9000,"other education, training, and library occupations",minor,"1,576,000",0.5,*,"33,320",0.4,*,*,*,*,*,"18,790","21,990","28,320","37,940","54,900",TRUE,
417,25-9010,audio-visual and multimedia collections specialists,broad,"10,430",2.6,24.66,"51,290",1,12.94,17.19,23.36,31.02,38.44,"26,920","35,740","48,590","64,510","79,950",,
419,25-9020,farm and home management advisors,broad,"8,450",5.6,25.11,"52,220",1.6,12.38,17.44,23.8,31.43,38.78,"25,750","36,280","49,510","65,370","80,660",,
421,25-9030,instructional coordinators,broad,"157,490",1.6,32.06,"66,680",0.5,17.09,23.29,30.65,39.44,48.8,"35,550","48,450","63,750","82,040","101,500",,
423,25-9040,teacher assistants,broad,"1,299,800",0.6,*,"27,950",0.4,*,*,*,*,*,"18,460","21,170","26,260","33,190","39,780",TRUE,
425,25-9090,"miscellaneous education, training, and library workers",broad,"99,830",2.4,22.69,"47,200",1.4,10.37,14.47,20.74,28.32,37.95,"21,570","30,100","43,140","58,910","78,930",,
426,25-9099,"education, training, and library workers, all other",detailed,"99,830",2.4,22.69,"47,200",1.4,10.37,14.47,20.74,28.32,37.95,"21,570","30,100","43,140","58,910","78,930",,
427,27-0000,"arts, design, entertainment, sports, and media occupations",major,"1,925,140",0.5,28.34,"58,950",0.4,10.6,15.03,23.19,34.94,49.91,"22,040","31,260","48,230","72,680","103,810",,
428,27-1000,art and design workers,minor,"597,970",0.8,25.92,"53,910",0.5,10.95,14.64,21.75,32.38,46.22,"22,770","30,450","45,250","67,340","96,150",,
429,27-1010,artists and related workers,broad,"90,940",2,39.85,"82,900",0.7,16.5,24.56,35.62,49.56,68.19,"34,320","51,090","74,090","103,090","141,840",,
430,27-1011,art directors,detailed,"38,110",2.3,49.76,"103,510",0.7,24.58,32.27,44.47,60.76,81.84,"51,130","67,110","92,500","126,390","170,230",,
431,27-1012,craft artists,detailed,"4,730",7.2,19.8,"41,180",2.5,9.76,12.38,16.8,24.21,34.45,"20,300","25,740","34,940","50,360","71,650",,
432,27-1013,"fine artists, including painters, sculptors, and illustrators",detailed,"11,230",5.1,27.66,"57,520",2.5,10.38,15.83,23.81,33.71,49.3,"21,590","32,920","49,520","70,120","102,540",,
433,27-1014,multimedia artists and animators,detailed,"29,860",3.8,36.81,"76,560",1.4,18.91,25.2,33.91,45.95,59.17,"39,330","52,410","70,530","95,570","123,060",,
434,27-1019,"artists and related workers, all other",detailed,"7,010",7.7,32.01,"66,590",3.3,14.23,19.36,30.55,43.44,51.44,"29,600","40,270","63,540","90,350","107,000",,
435,27-1020,designers,broad,"507,030",0.9,23.42,"48,720",0.5,10.69,13.9,19.94,29.34,39.84,"22,240","28,910","41,480","61,030","82,880",,
436,27-1021,commercial and industrial designers,detailed,"31,250",3.9,33.91,"70,540",1.2,17.51,23.75,31.72,42.03,51.42,"36,430","49,400","65,970","87,410","106,950",,
437,27-1022,fashion designers,detailed,"18,940",3.9,37.92,"78,870",1.5,16.3,22.43,32.41,46.77,65.14,"33,910","46,650","67,420","97,290","135,490",,
438,27-1023,floral designers,detailed,"43,470",2.9,13.57,"28,220",0.7,9.17,10.51,12.67,15.9,19.01,"19,080","21,850","26,350","33,070","39,540",,
439,27-1024,graphic designers,detailed,"217,170",1,25.62,"53,280",0.4,13.73,17.46,23.41,30.98,39.97,"28,560","36,320","48,700","64,430","83,140",,
440,27-1025,interior designers,detailed,"56,070",2.6,27.99,"58,210",1.4,13.1,18.12,24.76,34,45.09,"27,240","37,690","51,500","70,720","93,780",,
441,27-1026,merchandise displayers and window trimmers,detailed,"120,870",2.5,14.88,"30,940",0.8,9.56,10.82,13.31,17.25,22.81,"19,890","22,500","27,680","35,870","47,450",,
442,27-1027,set and exhibit designers,detailed,"11,490",4.4,28.65,"59,590",1.5,13.95,19.09,25.52,35.81,47.34,"29,010","39,710","53,090","74,480","98,470",,
443,27-1029,"designers, all other",detailed,"7,770",5,31.92,"66,400",2.7,11.02,16.7,26.89,40.86,60.8,"22,910","34,750","55,930","84,990","126,460",,
444,27-2000,"entertainers and performers, sports and related workers",minor,"508,410",1.2,28.78,"59,860",1,9.29,12.02,20.2,33.76,57.55,"19,330","25,000","42,010","70,230","119,710",,
445,27-2010,"actors, producers, and directors",broad,"161,000",2.1,40.74,"84,740",1.4,11.52,18.49,30.17,49.95,79.98,"23,960","38,470","62,760","103,890","166,360",,
446,27-2011,actors,detailed,"43,470",6.1,32.89,*,3.8,8.97,11.01,17.49,33.59,89.08,*,*,*,*,*,,TRUE
447,27-2012,producers and directors,detailed,"117,520",1.9,43.64,"90,770",1.3,16.22,23.16,34.43,53.49,78.99,"33,730","48,170","71,620","111,270","164,290",,
448,27-2020,"athletes, coaches, umpires, and related workers",broad,"265,160",1.4,*,"43,940",1,*,*,*,*,*,"18,660","22,060","32,200","51,230","77,410",TRUE,
449,27-2021,athletes and sports competitors,detailed,"11,150",5.6,*,"88,300",4.5,*,*,*,*,*,"19,220","26,390","51,370","102,940",#,TRUE,
450,27-2022,coaches and scouts,detailed,"235,400",1.5,*,"42,540",0.9,*,*,*,*,*,"18,670","22,180","32,270","51,010","75,400",TRUE,
451,27-2023,"umpires, referees, and other sports officials",detailed,"18,610",4,*,"35,080",5,*,*,*,*,*,"18,360","20,440","26,800","40,360","56,100",TRUE,
452,27-2030,dancers and choreographers,broad,"15,240",5.7,20.41,"42,450",2.7,8.99,10.03,17.15,26.55,37.82,"18,690","20,870","35,680","55,230","78,670",,
453,27-2031,dancers,detailed,"9,930",7.3,17.7,*,3.2,8.74,9.66,14.25,22.41,30.95,*,*,*,*,*,,TRUE
454,27-2032,choreographers,detailed,"5,310",8.5,25.47,"52,970",3.4,10.26,15.24,23.28,32.21,44.48,"21,340","31,700","48,420","67,000","92,520",,
455,27-2040,"musicians, singers, and related workers",broad,"55,570",2.4,34.11,*,2,9.71,15.99,25.95,43.58,64.7,*,*,*,*,*,,TRUE
456,27-2041,music directors and composers,detailed,"15,400",3.2,29.56,"61,490",2.8,10.1,16.49,24.32,34.3,52.55,"21,010","34,290","50,590","71,350","109,300",,
457,27-2042,musicians and singers,detailed,"40,170",3.1,35.86,*,2.4,9.7,15.74,26.96,47.9,69.81,*,*,*,*,*,,TRUE
458,27-2090,"miscellaneous entertainers and performers, sports and related workers",broad,"11,440",17.7,23.15,*,3,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,TRUE
459,27-2099,"entertainers and performers, sports and related workers, all other",detailed,"11,440",17.7,23.15,*,3,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,TRUE
460,27-3000,media and communication workers,minor,"581,520",0.7,31.07,"64,620",0.4,13.27,18.86,27.09,37.79,51.63,"27,590","39,230","56,340","78,600","107,400",,
461,27-3010,announcers,broad,"36,500",2.4,22.29,"46,350",1.7,9,10.71,15.15,23.94,39.9,"18,710","22,280","31,500","49,790","82,980",,
462,27-3011,radio and television announcers,detailed,"28,580",2.6,22.9,"47,630",1.7,9.06,10.92,15.6,24.14,40.15,"18,840","22,710","32,450","50,210","83,520",,
463,27-3012,public address system and other announcers,detailed,"7,920",6.2,20.07,"41,740",5.4,8.81,10.18,13.67,22.99,39.14,"18,330","21,170","28,440","47,820","81,410",,
464,27-3020,"news analysts, reporters and correspondents",broad,"44,480",2.5,27.04,"56,250",1.5,11.21,14.16,19.67,32.27,47.97,"23,320","29,460","40,910","67,130","99,770",,
465,27-3021,broadcast news analysts,detailed,"5,700",8.2,42.43,"88,250",3.1,12.75,17.33,30.24,49.95,94,"26,510","36,050","62,910","103,900","195,520",,
466,27-3022,reporters and correspondents,detailed,"38,790",2.5,24.79,"51,550",1.6,11.04,13.91,18.93,30.05,43.53,"22,970","28,930","39,370","62,500","90,540",,
467,27-3030,public relations specialists,broad,"233,730",1,32.69,"67,990",0.5,15.79,20.94,28.51,38.92,53.97,"32,840","43,550","59,300","80,940","112,260",,
469,27-3040,writers and editors,broad,"192,160",1.1,34.02,"70,760",0.6,15.85,21.87,30.15,40.76,55.38,"32,970","45,500","62,720","84,780","115,190",,
470,27-3041,editors,detailed,"96,890",1.6,32.8,"68,230",0.8,14.82,20.16,28.25,38.92,55.03,"30,830","41,930","58,770","80,950","114,460",,
471,27-3042,technical writers,detailed,"49,960",1.9,35.79,"74,440",0.6,20.39,26.34,34.1,43.77,54.71,"42,410","54,780","70,930","91,050","113,810",,
472,27-3043,writers and authors,detailed,"45,300",1.9,34.67,"72,120",1.2,14.67,21.3,29.72,40.48,57.1,"30,520","44,310","61,820","84,190","118,760",,
473,27-3090,miscellaneous media and communication workers,broad,"74,650",2.7,25.09,"52,190",1.2,12.09,16.27,22.77,30.79,41.4,"25,150","33,840","47,360","64,050","86,100",,
474,27-3091,interpreters and translators,detailed,"53,150",3.2,24.9,"51,790",1.4,12.32,16.65,22.69,30.38,39.56,"25,620","34,620","47,190","63,180","82,290",,
475,27-3099,"media and communication workers, all other",detailed,"21,510",5.1,25.56,"53,160",1.9,11.51,15.02,23.03,32.59,44.66,"23,940","31,250","47,900","67,790","92,890",,
476,27-4000,media and communication equipment workers,minor,"237,240",1.4,26.82,"55,780",1.4,10.74,14.7,21.91,33.37,47.18,"22,350","30,570","45,570","69,410","98,130",,
477,27-4010,broadcast and sound engineering technicians and radio operators,broad,"117,270",2.1,23.88,"49,660",0.9,11.13,14.88,20.51,29.67,40.94,"23,150","30,950","42,660","61,720","85,160",,
478,27-4011,audio and video equipment technicians,detailed,"72,740",2.2,22.85,"47,530",0.8,11.88,15.29,20.28,28.39,37.77,"24,710","31,800","42,190","59,060","78,570",,
479,27-4012,broadcast technicians,detailed,"30,390",5,22.47,"46,730",1.5,9.89,12.88,18.78,29.68,40.27,"20,570","26,790","39,060","61,740","83,760",,
480,27-4013,radio operators,detailed,770,6.5,21.39,"44,490",2.7,10.19,14.25,21.31,27.91,32.29,"21,190","29,640","44,330","58,060","67,160",,
481,27-4014,sound engineering technicians,detailed,"13,370",4.3,32.78,"68,180",2.4,12.44,17.41,26.83,42.87,60.21,"25,880","36,220","55,810","89,160","125,230",,
482,27-4020,photographers,broad,"49,320",2,20.17,"41,940",1.9,9.33,11.15,15.62,24.43,36.09,"19,400","23,190","32,490","50,820","75,080",,
484,27-4030,"television, video, and motion picture camera operators and editors",broad,"51,630",2.9,36.01,"74,890",2.9,13.5,18.83,27.99,41.09,68.04,"28,070","39,170","58,210","85,470","141,520",,
485,27-4031,"camera operators, television, video, and motion picture",detailed,"20,860",3.1,29.58,"61,530",2,12.3,17.56,25.74,37.01,49.51,"25,580","36,530","53,550","76,980","102,980",,
486,27-4032,film and video editors,detailed,"30,770",4.1,40.36,"83,950",3.7,14.44,19.93,29.41,46.8,78.57,"30,040","41,460","61,180","97,340","163,440",,
487,27-4090,miscellaneous media and communication equipment workers,broad,"19,030",5,37.27,"77,520",1.2,15.82,27.05,38.22,46.92,56.21,"32,900","56,270","79,500","97,580","116,910",,
488,27-4099,"media and communication equipment workers, all other",detailed,"19,030",5,37.27,"77,520",1.2,15.82,27.05,38.22,46.92,56.21,"32,900","56,270","79,500","97,580","116,910",,
489,29-0000,healthcare practitioners and technical occupations,major,"8,506,740",0.3,38.83,"80,760",0.2,15.86,22.28,31.14,44.79,66.29,"32,990","46,340","64,770","93,160","137,890",,
490,29-1000,health diagnosing and treating practitioners,minor,"5,269,630",0.4,48.45,"100,780",0.3,24.38,29.35,38.21,54.54,86.62,"50,700","61,040","79,480","113,450","180,170",,
491,29-1010,chiropractors,broad,"33,630",2.5,40.07,"83,350",1.9,16.61,24.54,33,47.13,69.58,"34,550","51,040","68,640","98,040","144,730",,
493,29-1020,dentists,broad,"125,300",1.6,86.54,"180,010",1.1,33.65,51.21,76.02,#,#,"70,000","106,520","158,120",#,#,,
494,29-1021,"dentists, general",detailed,"110,400",1.9,83.71,"174,110",1.2,33.28,50.38,72.81,#,#,"69,210","104,800","151,440",#,#,,
495,29-1022,oral and maxillofacial surgeons,detailed,"4,800",9.8,116.7,"242,740",3.7,32.73,84.47,#,#,#,"68,070","175,690","190,840",#,#,,
496,29-1023,orthodontists,detailed,"5,080",8.5,110.28,"229,380",3.7,37.68,70.89,#,#,#,"78,370","147,450","190,840",#,#,,
497,29-1024,prosthodontists,detailed,430,29.5,94.69,"196,960",13.3,46.26,57.14,89.02,#,#,"96,220","118,850","185,150",#,#,,
498,29-1029,"dentists, all other specialists",detailed,"4,590",10.4,96.15,"199,980",4.1,41.26,67.33,91.75,#,#,"85,810","140,050","190,840",#,#,,
499,29-1030,dietitians and nutritionists,broad,"62,980",1.2,28.92,"60,150",0.4,17.74,22.94,28.56,34.85,39.94,"36,910","47,720","59,410","72,490","83,070",,
501,29-1040,optometrists,broad,"37,240",2.4,57.26,"119,100",1.2,25.84,40.12,53.03,65.51,91.39,"53,740","83,460","110,300","136,270","190,090",,
503,29-1050,pharmacists,broad,"309,330",0.9,58.52,"121,710",0.3,42.03,53.04,59.7,68.61,76.64,"87,420","110,310","124,170","142,710","159,410",,
505,29-1060,physicians and surgeons,broad,"666,490",1.2,103.22,"214,700",0.6,30.24,65.39,#,#,#,"62,900","136,020","198,740",#,#,,
506,29-1061,anesthesiologists,detailed,"30,590",5.3,127.88,"265,990",1.6,59.42,#,#,#,#,"123,580","125,310","198,740",#,#,,
507,29-1062,family and general practitioners,detailed,"126,440",2,100.27,"208,560",1,35.21,66.39,95.55,#,#,"73,240","138,100","198,740",#,#,,
508,29-1063,"internists, general",detailed,"42,280",3.5,95.37,"198,370",2.5,28.25,52.54,92.75,#,#,"58,770","109,280","192,930",#,#,,
509,29-1064,obstetricians and gynecologists,detailed,"18,880",4,113.1,"235,240",1.4,44.81,80.32,#,#,#,"93,200","167,050","198,740",#,#,,
510,29-1065,"pediatricians, general",detailed,"28,990",5.1,90.16,"187,540",1.4,39.74,63.37,83,#,#,"82,670","131,810","172,650",#,#,,
511,29-1066,psychiatrists,detailed,"25,250",3.3,103.89,"216,090",1.6,34.41,68.97,#,#,#,"71,560","143,450","198,740",#,#,,
512,29-1067,surgeons,detailed,"38,600",3.3,121.1,"251,890",1.3,42.48,93.8,#,#,#,"88,360","195,110","198,740",#,#,,
513,29-1069,"physicians and surgeons, all other",detailed,"355,460",1.6,101.63,"211,390",0.8,29.04,60.24,#,#,#,"60,390","125,310","198,740",#,#,,
514,29-1070,physician assistants,broad,"109,220",1.4,50.37,"104,760",0.4,32.01,42.3,50.41,59.71,70.32,"66,590","87,980","104,860","124,200","146,260",,
516,29-1080,podiatrists,broad,"9,670",3.2,71.38,"148,470",2.2,24.49,39.99,61.41,91.54,#,"50,930","83,180","127,740","190,400",#,,
518,29-1120,therapists,broad,"676,140",0.7,37.86,"78,740",0.2,22.62,28.72,36.79,46.08,55.74,"47,050","59,740","76,530","95,840","115,930",,
519,29-1122,occupational therapists,detailed,"126,050",1.2,40.69,"84,640",0.4,26.23,32.68,40,48.23,57.91,"54,560","67,970","83,200","100,320","120,440",,
520,29-1123,physical therapists,detailed,"225,420",1.1,42.34,"88,080",0.3,28.4,34.46,41.76,48.94,58.97,"59,080","71,670","86,850","101,790","122,650",,
521,29-1124,radiation therapists,detailed,"17,250",2.9,40.96,"85,190",0.6,26.7,31.92,38.73,48.57,59.14,"55,530","66,400","80,570","101,030","123,020",,
522,29-1125,recreational therapists,detailed,"18,490",2.6,23.88,"49,670",0.7,14.21,17.78,22.92,29.37,35.68,"29,570","36,970","47,680","61,090","74,210",,
523,29-1126,respiratory therapists,detailed,"128,250",1.2,29.72,"61,810",0.3,20.73,24.3,28.71,34.71,39.92,"43,120","50,540","59,710","72,200","83,030",,
524,29-1127,speech-language pathologists,detailed,"142,360",1.2,38.35,"79,770",0.5,23.48,28.94,36.83,46.62,57.17,"48,830","60,200","76,610","96,980","118,910",,
525,29-1128,exercise physiologists,detailed,"6,300",3.5,26.31,"54,730",2,16.47,19.57,23.6,29.73,37.7,"34,250","40,700","49,090","61,840","78,410",,
526,29-1129,"therapists, all other",detailed,"12,020",5.6,28.02,"58,290",1.8,15.61,19.09,25.89,34.39,45.74,"32,470","39,700","53,850","71,540","95,130",,
527,29-1130,veterinarians,broad,"69,370",1.5,48.81,"101,530",1.1,25.95,34.04,43.47,57.02,76.6,"53,980","70,810","90,420","118,600","159,320",,
529,29-1140,registered nurses,broad,"2,906,840",0.5,35.36,"73,550",0.2,23.41,27.57,33.65,41.33,50.05,"48,690","57,340","70,000","85,960","104,100",,
531,29-1150,nurse anesthetists,broad,"42,620",3.5,81.47,"169,450",0.9,53.13,67.67,79.38,93.75,#,"110,520","140,750","165,120","194,990",#,,
533,29-1160,nurse midwives,broad,"6,530",5.2,49.83,"103,640",1.3,31.97,41.62,48.36,58.09,69.07,"66,500","86,570","100,590","120,830","143,650",,
535,29-1170,nurse practitioners,broad,"166,280",1.3,51.68,"107,480",0.4,35.98,42.7,49.94,59.17,70.01,"74,840","88,810","103,880","123,070","145,630",,
537,29-1180,audiologists,broad,"12,020",4.5,38.48,"80,040",1.5,24.67,29.99,36.5,45,53.44,"51,300","62,370","75,920","93,590","111,150",,
539,29-1190,miscellaneous health diagnosing and treating practitioners,broad,"35,970",2.3,40.49,"84,210",1.4,19.76,26.71,35.49,51.73,66.43,"41,100","55,560","73,830","107,610","138,160",,
540,29-1199,"health diagnosing and treating practitioners, all other",detailed,"35,970",2.3,40.49,"84,210",1.4,19.76,26.71,35.49,51.73,66.43,"41,100","55,560","73,830","107,610","138,160",,
541,29-2000,health technologists and technicians,minor,"3,075,910",0.4,22.74,"47,310",0.2,12.53,15.91,20.95,28.03,36.37,"26,070","33,100","43,590","58,300","75,660",,
542,29-2010,clinical laboratory technologists and technicians,detailed,"322,380",1.2,25.59,"53,230",0.3,14.25,18.23,24.89,31.54,38.24,"29,640","37,910","51,770","65,600","79,530",,
544,29-2020,dental hygienists,broad,"211,600",1.2,35.91,"74,680",0.5,24.61,29.44,35.61,42.7,48.72,"51,180","61,230","74,070","88,820","101,330",,
546,29-2030,diagnostic related technologists and technicians,broad,"382,500",0.7,30.79,"64,040",0.3,18.83,23.96,29.98,37.01,44.83,"39,160","49,830","62,350","76,970","93,240",,
547,29-2031,cardiovascular technologists and technicians,detailed,"56,130",1.4,27.52,"57,250",0.6,13.79,17.86,26.57,35.39,43.64,"28,680","37,140","55,270","73,610","90,760",,
548,29-2032,diagnostic medical sonographers,detailed,"68,750",1.2,35.19,"73,200",0.5,24.4,28.42,34.33,40.53,48,"50,760","59,110","71,410","84,300","99,840",,
549,29-2033,nuclear medicine technologists,detailed,"18,930",1.4,37.33,"77,660",0.4,26.16,31.08,36.38,43.54,49.84,"54,410","64,640","75,660","90,550","103,660",,
550,29-2034,radiologic technologists,detailed,"201,200",0.8,29,"60,320",0.3,19.15,22.78,28.1,34.52,40.44,"39,840","47,380","58,440","71,810","84,110",,
551,29-2035,magnetic resonance imaging technologists,detailed,"37,490",2,33.89,"70,490",0.4,23.37,27.92,33.62,39.07,46.86,"48,600","58,080","69,930","81,260","97,460",,
